ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-44389,Source2,3,2016-06-26 02:06:09,2016-06-26 02:51:09,34.028236,-118.229942,,,0.0,Accident on I-10 Eastbound at Exits 16A 16B CA-60.,I-10 E,Los Angeles,Los Angeles,CA,90021,US,US/Pacific,KCQT,2016-06-26 01:47:00,66.9,,81.0,29.86,9.0,Calm,,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-44394,Source2,3,2016-06-26 02:41:23,2016-06-26 03:41:23,34.037632,-118.27932,,,0.0,Accident on I-10 Eastbound at Exits 12 13B I-110.,W Washington Blvd,Los Angeles,Los Angeles,CA,90007,US,US/Pacific,KCQT,2016-06-26 02:47:00,66.0,,84.0,29.85,7.0,Calm,,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-44398,Source2,2,2016-06-26 03:16:15,2016-06-26 04:01:15,34.098583000000005,-118.314903,,,0.0,Accident on US-101 Southbound at Exits 8A 8B Van Ness Ave.,Hollywood Fwy S,Los Angeles,Los Angeles,CA,90028,US,US/Pacific,KCQT,2016-06-26 02:47:00,66.0,,84.0,29.85,7.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-44402,Source2,3,2016-06-26 04:24:44,2016-06-26 05:09:44,34.029556,-118.256165,,,0.0,#1 lane blocked due to accident on I-10 Eastbound at Exits 14B 15A 17th St.,S San Pedro St,Los Angeles,Los Angeles,CA,90015,US,US/Pacific,KCQT,2016-06-26 04:47:00,64.9,,87.0,29.83,8.0,Calm,,,Clear,True,False,False,False,False,False,False,False,True,False,False,False,False,Night,Night,Night,Day
A-44407,Source2,3,2016-06-26 04:34:24,2016-06-26 05:19:24,34.112282,-118.26561,,,0.0,#3 and #4 lane blocked due to accident on I-5 Northbound at Exits 140 140B Glendale Blvd.,Glendale Blvd,Los Angeles,Los Angeles,CA,90039,US,US/Pacific,KCQT,2016-06-26 04:47:00,64.9,,87.0,29.83,8.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-44408,Source2,3,2016-06-26 05:18:17,2016-06-26 06:03:17,34.034649,-118.267052,,,0.0,Right hand shoulder blocked due to accident on I-10 Eastbound at Exit 13 17th St.,S Grand Ave,Los Angeles,Los Angeles,CA,90015,US,US/Pacific,KCQT,2016-06-26 05:47:00,64.9,,87.0,29.85,7.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-44413,Source2,2,2016-06-26 05:56:12,2016-06-26 06:26:13,34.028252,-118.14711,,,0.0,Accident on Beverly Blvd at Sadler Ave.,S Sadler Ave,Los Angeles,Los Angeles,CA,90022,US,US/Pacific,KCQT,2016-06-26 05:47:00,64.9,,87.0,29.85,7.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-44416,Source2,3,2016-06-26 06:10:26,2016-06-26 06:55:26,33.928162,-118.238976,,,0.0,Accident on I-105 Eastbound at Exit 10 Wilmington Ave.,I-105 E,Los Angeles,Los Angeles,CA,90059,US,US/Pacific,KHHR,2016-06-26 05:53:00,66.0,,84.0,29.87,7.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-44418,Source2,3,2016-06-26 06:05:37,2016-06-26 06:50:37,34.00169,-118.17408799999998,,,0.0,Accident on I-710 Northbound at Exits 17A 17B Atlantic Blvd.,Long Beach Fwy N,Los Angeles,Los Angeles,CA,90040,US,US/Pacific,KCQT,2016-06-26 05:47:00,64.9,,87.0,29.85,7.0,Calm,,,Clear,False,False,False,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,Day
A-44421,Source2,2,2016-06-26 06:40:12,2016-06-26 07:25:12,34.042995,-118.22113799999998,,,0.0,#1 lane blocked due to accident and vehicle fire on US-101 Northbound at Exits 1A 1B 4th St.,US-101 S,Los Angeles,Los Angeles,CA,90033,US,US/Pacific,KCQT,2016-06-26 06:47:00,66.9,,81.0,29.87,6.0,West,3.5,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-44422,Source2,3,2016-06-26 06:39:28,2016-06-26 07:24:28,34.014866,-118.168999,,,0.0,Right hand shoulder blocked due to accident on I-5 Northbound at Exits 130B 130C I-710.,I-5 N,Los Angeles,Los Angeles,CA,90022,US,US/Pacific,KCQT,2016-06-26 06:47:00,66.9,,81.0,29.87,6.0,West,3.5,,Haze,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-44424,Source2,2,2016-06-26 07:47:34,2016-06-26 08:47:34,33.953358,-118.295898,,,0.0,Accident on 92nd St at Budlong Ave.,S Budlong Ave,Los Angeles,Los Angeles,CA,90044-2017,US,US/Pacific,KHHR,2016-06-26 07:53:00,69.1,,75.0,29.88,7.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-44425,Source2,2,2016-06-26 07:36:06,2016-06-26 08:36:06,33.953251,-118.230095,,,0.0,Accident on 92nd St at Alameda St.,E 92nd St,Los Angeles,Los Angeles,CA,90002-2603,US,US/Pacific,KHHR,2016-06-26 07:53:00,69.1,,75.0,29.88,7.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-44429,Source2,3,2016-06-26 08:41:22,2016-06-26 09:26:22,33.998726,-118.176041,,,0.0,Accident on I-710 Northbound at Exits 17A 17B Atlantic Blvd.,Long Beach Fwy N,Los Angeles,Los Angeles,CA,90058,US,US/Pacific,KCQT,2016-06-26 08:47:00,75.0,,66.0,29.87,7.0,Calm,,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-44434,Source2,2,2016-06-26 10:07:07,2016-06-26 11:37:07,34.105267,-118.326141,,,0.0,Accident on US-101 Southbound at Exit 8C Franklin Ave.,Franklin Ave,Los Angeles,Los Angeles,CA,90028-5201,US,US/Pacific,KCQT,2016-06-26 09:47:00,78.1,,58.0,29.87,7.0,Variable,4.6,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-44447,Source2,2,2016-06-26 11:59:28,2016-06-26 13:29:28,33.977345,-118.280327,,,0.0,Accident on Grand Ave Southbound near 69th St.,W 69th St,Los Angeles,Los Angeles,CA,90003-1827,US,US/Pacific,KHHR,2016-06-26 11:53:00,75.9,,62.0,29.9,8.0,WNW,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-44452,Source2,2,2016-06-26 12:54:59,2016-06-26 14:24:59,34.15041,-118.280701,,,0.0,Accident on CA-134 Southbound at Exit 5B I-5.,Golden State Fwy S,Los Angeles,Los Angeles,CA,90027,US,US/Pacific,KCQT,2016-06-26 12:47:00,80.1,,58.0,29.88,7.0,Variable,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-44453,Source2,2,2016-06-26 13:08:55,2016-06-26 14:38:55,34.060539,-118.215202,,,0.0,Accident on San Bernardino Fwy at Exit 19 I-10.,Golden State Fwy S,Los Angeles,Los Angeles,CA,90031,US,US/Pacific,KCQT,2016-06-26 12:47:00,80.1,,58.0,29.88,7.0,Variable,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-44455,Source2,3,2016-06-26 13:14:51,2016-06-26 14:44:51,33.986366,-118.280746,,,0.0,Accident on I-110 Southbound at Exit 18B Slauson Ave.,I-110 S,Los Angeles,Los Angeles,CA,90003,US,US/Pacific,KHHR,2016-06-26 12:53:00,73.9,,66.0,29.91,7.0,WSW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-44456,Source2,2,2016-06-26 13:14:20,2016-06-26 14:44:20,34.049285999999995,-118.214218,,,0.0,Accident on I-5 I-10 Southbound at Exit 135B Cesar E Chavez Ave.,I-5 N,Los Angeles,Los Angeles,CA,90033,US,US/Pacific,KCQT,2016-06-26 12:47:00,80.1,,58.0,29.88,7.0,Variable,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-44457,Source2,2,2016-06-26 13:24:55,2016-06-26 14:54:55,34.029461,-118.221443,,,0.0,Accident on CA-60 Westbound at Exits 1A 1B I-10.,Pomona Fwy W,Los Angeles,Los Angeles,CA,90023,US,US/Pacific,KCQT,2016-06-26 13:47:00,80.1,,56.0,29.87,7.0,Variable,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-44458,Source2,3,2016-06-26 13:25:43,2016-06-26 14:55:43,34.043037,-118.217239,,,0.0,Accident on I-5 I-10 Southbound at Exit 135A 4th St.,Golden State Fwy S,Los Angeles,Los Angeles,CA,90033,US,US/Pacific,KCQT,2016-06-26 13:47:00,80.1,,56.0,29.87,7.0,Variable,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-44460,Source2,3,2016-06-26 13:36:35,2016-06-26 15:06:35,34.018826000000004,-118.177956,,,0.0,Accident on I-5 Northbound at Exit 131A Telegraph Rd.,I-5 N,Los Angeles,Los Angeles,CA,90023,US,US/Pacific,KCQT,2016-06-26 13:47:00,80.1,,56.0,29.87,7.0,Variable,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-44477,Source2,2,2016-06-26 15:41:58,2016-06-26 16:11:58,33.973907000000004,-118.247673,,,0.0,Accident on 73rd St at Compton Ave.,Compton Ave,Los Angeles,Los Angeles,CA,90001-2531,US,US/Pacific,KCQT,2016-06-26 15:47:00,77.0,,62.0,29.85,9.0,Variable,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-44479,Source2,3,2016-06-26 15:49:37,2016-06-26 16:19:37,33.978603,-118.127708,,,0.0,Accident on I-5 Southbound at Exit 126B Gage Ave.,Santa Ana Fwy S,Los Angeles,Los Angeles,CA,90040,US,US/Pacific,KCQT,2016-06-26 15:47:00,77.0,,62.0,29.85,9.0,Variable,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-44486,Source2,3,2016-06-26 16:21:14,2016-06-26 16:51:14,34.037201,-118.2855,,,0.0,Accident on I-10 Eastbound at Exit 13A 20th St.,I-10 W,Los Angeles,Los Angeles,CA,90007,US,US/Pacific,KCQT,2016-06-26 16:47:00,75.9,,64.0,29.86,10.0,Variable,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-44488,Source2,3,2016-06-26 16:41:47,2016-06-26 17:11:47,34.018532,-118.279877,,,0.0,Accident on I-110 Southbound at Exit 20B Exposition Blvd.,Exposition Blvd,Los Angeles,Los Angeles,CA,90007,US,US/Pacific,KCQT,2016-06-26 16:47:00,75.9,,64.0,29.86,10.0,Variable,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-44489,Source2,3,2016-06-26 16:38:58,2016-06-26 17:08:58,34.111996000000005,-118.265465,,,0.0,One lane blocked due to accident on I-5 Southbound at Exits 140 140B Glendale Blvd.,Glendale Blvd,Los Angeles,Los Angeles,CA,90039,US,US/Pacific,KCQT,2016-06-26 16:47:00,75.9,,64.0,29.86,10.0,Variable,3.5,,Clear,False,False,False,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-44493,Source2,2,2016-06-26 17:23:43,2016-06-26 17:53:43,34.070248,-118.278564,,,0.0,Accident on Beverly Blvd at La Fayette Park Pl.,Beverly Blvd,Los Angeles,Los Angeles,CA,90057-1010,US,US/Pacific,KCQT,2016-06-26 17:47:00,73.9,,68.0,29.86,10.0,Variable,3.5,,Clear,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-44494,Source2,3,2016-06-26 17:20:43,2016-06-26 17:50:43,34.024544,-118.23925,,,0.0,Accident on I-10 Westbound at Exit 15B Alameda St.,I-10 E,Los Angeles,Los Angeles,CA,90021,US,US/Pacific,KCQT,2016-06-26 17:47:00,73.9,,68.0,29.86,10.0,Variable,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-44495,Source2,3,2016-06-26 17:24:54,2016-06-26 17:54:54,34.012833,-118.172241,,,0.0,Accident on I-710 Northbound at Exits 17B 17C Washington Blvd.,I-710 N,Los Angeles,Los Angeles,CA,90040,US,US/Pacific,KCQT,2016-06-26 17:47:00,73.9,,68.0,29.86,10.0,Variable,3.5,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-44499,Source2,3,2016-06-26 17:42:06,2016-06-26 18:12:06,33.94325300000001,-118.279724,,,0.0,One lane blocked due to accident on I-110 Northbound at Exits 14A 14B 111th Pl.,Harbor Fwy N,Los Angeles,Los Angeles,CA,90003,US,US/Pacific,KHHR,2016-06-26 17:53:00,72.0,,71.0,29.87,10.0,WSW,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-44505,Source2,2,2016-06-26 19:14:31,2016-06-26 19:44:31,34.031902,-118.418976,,,0.0,Accident on I-10 Westbound at Exit 4 Overland Ave.,I-10 W,Los Angeles,Los Angeles,CA,90064,US,US/Pacific,KSMO,2016-06-26 18:51:00,66.9,,84.0,29.89,9.0,SW,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-44508,Source2,2,2016-06-26 19:56:42,2016-06-26 20:26:42,34.051666,-118.260483,,,0.0,Right lane blocked due to accident on CA-110 Northbound at Exit 23C-A Beaudry Ave.,CA-110 S,Los Angeles,Los Angeles,CA,90017,US,US/Pacific,KCQT,2016-06-26 19:47:00,68.0,,81.0,29.88,9.0,Variable,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-44509,Source2,2,2016-06-26 19:57:24,2016-06-26 20:27:24,34.062588,-118.248718,,,0.0,Accident on CA-110 Northbound at Exit 24A US-101.,CA-110 N,Los Angeles,Los Angeles,CA,90012,US,US/Pacific,KCQT,2016-06-26 19:47:00,68.0,,81.0,29.88,9.0,Variable,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-44510,Source2,2,2016-06-26 20:22:01,2016-06-26 20:52:01,34.110649,-118.248459,,,0.0,Accident on CA-2 Southbound at Exits 13A 13B Fletcher Dr.,CA-2 S,Los Angeles,Los Angeles,CA,90039,US,US/Pacific,KCQT,2016-06-26 20:47:00,68.0,,81.0,29.89,10.0,Variable,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-44516,Source2,3,2016-06-26 22:07:49,2016-06-26 22:37:49,34.036827,-118.379051,,,0.0,Accident on I-10 Eastbound at Exit 7A La Cienega Blvd.,I-10 E,Los Angeles,Los Angeles,CA,90034,US,US/Pacific,KSMO,2016-06-26 21:51:00,66.0,,84.0,29.91,7.0,SW,3.5,,Overcast,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night
A-44517,Source2,2,2016-06-26 22:01:48,2016-06-26 22:31:48,34.029781,-118.217659,,,0.0,Accident on CA-60 at Exits 1A 1C I-5.,Pomona Fwy W,Los Angeles,Los Angeles,CA,90023,US,US/Pacific,KCQT,2016-06-26 21:47:00,66.9,,84.0,29.9,8.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-44518,Source2,2,2016-06-26 22:04:40,2016-06-26 22:34:40,34.023914000000005,-118.189262,,,0.0,One lane blocked due to accident on Whittier Blvd at Ditman Ave.,S Ditman Ave,Los Angeles,Los Angeles,CA,90023-1814,US,US/Pacific,KCQT,2016-06-26 21:47:00,66.9,,84.0,29.9,8.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-44521,Source2,2,2016-06-26 23:44:15,2016-06-27 00:14:15,33.980804,-118.256439,,,0.0,Accident on Central Ave Southbound at 65th St.,E 65th St,Los Angeles,Los Angeles,CA,90001-1618,US,US/Pacific,KCQT,2016-06-26 23:47:00,66.9,,84.0,29.9,8.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-44525,Source2,2,2016-06-27 01:23:43,2016-06-27 02:23:43,33.988968,-118.354095,,,0.0,Lane blocked due to accident on Overhill Dr both ways at Slauson Ave.,Overhill Dr,Los Angeles,Los Angeles,CA,90043-2714,US,US/Pacific,KHHR,2016-06-27 00:53:00,68.0,,78.0,29.9,7.0,Calm,,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-44527,Source2,2,2016-06-27 01:21:06,2016-06-27 02:21:06,34.081837,-118.22374,,,0.0,Lane blocked due to accident on CA-110 Northbound at Exits 26A 26B I-5.,CA-110 N,Los Angeles,Los Angeles,CA,90031,US,US/Pacific,KCQT,2016-06-27 00:47:00,66.9,,84.0,29.89,7.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-44528,Source2,3,2016-06-27 01:14:07,2016-06-27 02:14:07,34.020058,-118.189331,,,0.0,Lane blocked due to accident on I-5 Southbound at Exits 131 131B Indiana St.,Santa Ana Fwy S,Los Angeles,Los Angeles,CA,90023,US,US/Pacific,KCQT,2016-06-27 00:47:00,66.9,,84.0,29.89,7.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-44529,Source2,2,2016-06-27 01:32:34,2016-06-27 02:32:34,34.073421,-118.267769,,,0.0,Lane blocked due to accident on Bellevue Ave both ways at Lake St.,Bellevue Ave,Los Angeles,Los Angeles,CA,90026-4008,US,US/Pacific,KCQT,2016-06-27 00:47:00,66.9,,84.0,29.89,7.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-44535,Source2,2,2016-06-27 03:27:09,2016-06-27 04:27:09,34.079376,-118.291702,,,0.0,Lane blocked due to accident on US-101 Southbound at Exit 6A Vermont Ave.,N Vermont Ave,Los Angeles,Los Angeles,CA,90004,US,US/Pacific,KCQT,2016-06-27 03:47:00,66.9,,84.0,29.87,8.0,Calm,,,Clear,False,False,False,False,False,False,False,False,True,False,False,False,False,Night,Night,Night,Night
A-44536,Source2,2,2016-06-27 03:30:08,2016-06-27 04:30:08,34.074902,-118.232674,,,0.0,Lane blocked due to accident on CA-110 Southbound at Exit 25 Amador St.,Pasadena Fwy S,Los Angeles,Los Angeles,CA,90012,US,US/Pacific,KCQT,2016-06-27 03:47:00,66.9,,84.0,29.87,8.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-44538,Source2,2,2016-06-27 03:45:44,2016-06-27 04:45:44,33.930969,-118.309067,,,0.0,Lane blocked due to accident on Imperial Hwy both ways at Western Ave.,S Western Ave,Los Angeles,Los Angeles,CA,90047,US,US/Pacific,KHHR,2016-06-27 03:53:00,68.0,,78.0,29.89,8.0,SW,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-44559,Source2,2,2016-06-27 08:38:22,2016-06-27 09:18:00,34.029835,-118.21492,,,0.0,Right hand shoulder blocked due to accident on CA-60 Westbound at Exits 1A 1C I-5.,I-5 N,Los Angeles,Los Angeles,CA,90023,US,US/Pacific,KCQT,2016-06-27 08:38:00,70.0,,81.0,29.93,3.0,Calm,,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-44560,Source2,3,2016-06-27 08:59:38,2016-06-27 09:44:38,34.055271000000005,-118.214081,,,0.0,Connecting roadway blocked due to earlier accident on I-5 I-10 Northbound at I-10 EB.,I-5 N,Los Angeles,Los Angeles,CA,90033,US,US/Pacific,KCQT,2016-06-27 08:47:00,72.0,,76.0,29.92,3.0,Calm,,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-44579,Source2,3,2016-06-27 10:12:37,2016-06-27 10:52:00,34.024544,-118.23925,,,0.0,Right hand shoulder blocked due to accident on I-10 Eastbound at Exit 15B Alameda St.,I-10 E,Los Angeles,Los Angeles,CA,90021,US,US/Pacific,KCQT,2016-06-27 09:47:00,75.0,,69.0,29.92,4.0,Calm,,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-44587,Source2,3,2016-06-27 10:32:28,2016-06-27 11:12:00,34.023773,-118.24292,,,0.0,Accident on I-10 Westbound at Exit 15B Alameda St.,I-10 W,Los Angeles,Los Angeles,CA,90021,US,US/Pacific,KCQT,2016-06-27 10:47:00,80.1,,60.0,29.91,4.0,Calm,,,Haze,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-44589,Source2,2,2016-06-27 10:33:30,2016-06-27 11:15:00,34.0387,-118.173592,,,0.0,Accident on Eastern Ave both ways at Michigan Ave.,N Eastern Ave,Los Angeles,Los Angeles,CA,90022-1444,US,US/Pacific,KCQT,2016-06-27 10:47:00,80.1,,60.0,29.91,4.0,Calm,,,Haze,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-44597,Source2,3,2016-06-27 10:51:56,2016-06-27 11:34:00,34.024021000000005,-118.172623,,,0.0,Right hand shoulder blocked due to accident on I-710 Southbound at Exits 18 19 Olympic Blvd.,Long Beach Fwy S,Los Angeles,Los Angeles,CA,90022,US,US/Pacific,KCQT,2016-06-27 10:47:00,80.1,,60.0,29.91,4.0,Calm,,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-44616,Source2,3,2016-06-27 11:35:22,2016-06-27 12:21:00,33.928829,-118.245468,,,0.0,Right lane blocked due to accident on I-105 Westbound after Exit 10 Wilmington Ave.,I-105 W,Los Angeles,Los Angeles,CA,90059,US,US/Pacific,KHHR,2016-06-27 11:53:00,79.0,,60.0,29.94,5.0,WSW,9.2,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-44617,Source2,2,2016-06-27 11:36:50,2016-06-27 12:17:00,34.024055,-118.151962,,,0.0,Accident on Margaret Ave both ways at 6th St.,Margaret Ave,Los Angeles,Los Angeles,CA,90022-2610,US,US/Pacific,KCQT,2016-06-27 11:47:00,84.9,,51.0,29.91,6.0,Calm,,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-44625,Source2,3,2016-06-27 12:16:21,2016-06-27 12:55:00,34.036297,-118.438126,,,0.0,#2 lane blocked due to accident on I-405 Southbound before Exits 53 53A 53B I-10.,I-405 N,Los Angeles,Los Angeles,CA,90064,US,US/Pacific,KSMO,2016-06-27 11:51:00,75.9,,67.0,29.94,5.0,SSW,8.1,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-44628,Source2,2,2016-06-27 12:17:12,2016-06-27 12:56:00,34.023949,-118.175934,,,0.0,Accident on Whittier Blvd both ways at Calvary Cemetery.,Whittier Blvd,Los Angeles,Los Angeles,CA,90023-2019,US,US/Pacific,KCQT,2016-06-27 11:47:00,84.9,,51.0,29.91,6.0,Calm,,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-44636,Source2,2,2016-06-27 12:42:44,2016-06-27 13:25:00,34.071342,-118.235397,,,0.0,#3 lane blocked due to accident on CA-110 Southbound at Exits 24B 24C 24D Stadium Way.,Pasadena Fwy S,Los Angeles,Los Angeles,CA,90012,US,US/Pacific,KCQT,2016-06-27 12:47:00,87.1,,48.0,29.91,7.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-44640,Source2,2,2016-06-27 12:57:29,2016-06-27 13:38:00,34.031158000000005,-118.217636,,,0.0,#1 lane blocked due to accident on CA-60 Westbound before Exits 1A 1C I-5.,S Soto St,Los Angeles,Los Angeles,CA,90023-1324,US,US/Pacific,KCQT,2016-06-27 12:47:00,87.1,,48.0,29.91,7.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-44641,Source2,3,2016-06-27 13:05:36,2016-06-27 14:05:36,34.047024,-118.446587,,,0.0,Accident on I-405 Southbound near Exit 55A Cotner Ave.,I-405 N,Los Angeles,Los Angeles,CA,90025,US,US/Pacific,KSMO,2016-06-27 12:51:00,75.9,,67.0,29.94,5.0,SW,9.2,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-44643,Source2,2,2016-06-27 13:06:20,2016-06-27 14:06:20,34.098099,-118.30923500000002,,,0.0,Accident on Sunset Blvd near Western Ave.,W Sunset Blvd,Los Angeles,Los Angeles,CA,90028-8522,US,US/Pacific,KCQT,2016-06-27 12:47:00,87.1,,48.0,29.91,7.0,Calm,,,Clear,False,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-44644,Source2,3,2016-06-27 12:56:34,2016-06-27 13:56:34,34.031261,-118.274445,,,0.0,Accident on I-110 Northbound near Exit 21 I-10.,Harbor Fwy N,Los Angeles,Los Angeles,CA,90007,US,US/Pacific,KCQT,2016-06-27 12:47:00,87.1,,48.0,29.91,7.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-44645,Source2,2,2016-06-27 13:03:15,2016-06-27 14:03:15,34.02953,-118.19976,,,0.0,Two lanes blocked due to recovery work and accident on CA-60 Westbound at Exits 1B 1D Lorena St.,S Lorena St,Los Angeles,Los Angeles,CA,90023,US,US/Pacific,KCQT,2016-06-27 12:47:00,87.1,,48.0,29.91,7.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-44649,Source2,3,2016-06-27 13:19:39,2016-06-27 14:19:39,34.034149,-118.350067,,,0.0,One lane blocked due to accident on I-10 Westbound at Exit 8 La Brea Ave. On the median.,S La Brea Ave,Los Angeles,Los Angeles,CA,90016,US,US/Pacific,KSMO,2016-06-27 12:51:00,75.9,,67.0,29.94,5.0,SW,9.2,,Haze,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-44653,Source2,2,2016-06-27 13:35:07,2016-06-27 14:35:07,34.064148,-118.452728,,,0.0,Multi-vehicle accident on Strathmore Dr near Kelton Ave.,Strathmore Dr,Los Angeles,Los Angeles,CA,90024-2314,US,US/Pacific,KSMO,2016-06-27 13:51:00,77.0,,66.0,29.93,5.0,SW,8.1,,Haze,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-44660,Source2,2,2016-06-27 13:50:44,2016-06-27 14:50:44,34.040562,-118.176582,,,0.0,Accident on Cesar E Chavez Ave near Gifford Ave.,Gifford Ave,Los Angeles,Los Angeles,CA,90063-3426,US,US/Pacific,KCQT,2016-06-27 13:47:00,84.9,,53.0,29.9,5.0,North,,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
